"timestamp","ip","asn","geo","md5hash","url","user_agent","host","method"
"2018-03-25 01:19:28","125.212.243.110",38731,"VN","3da73aa9fcc8112b922a8ad4534e7eff","http://www.dacsanbinhdinh.info/do/?zXVdNb=EKp+Ud+es7GQsnAu8vlNtxglsPCgFSE4/VR5zXHMxMX8JJgEo+C9OVptXndEQA==&DhGl_=9r58y8tXgV",,"www.dacsanbinhdinh.info","GET"
"2018-03-25 01:19:53","210.245.94.181",18403,"VN","59dfc11eff4356e5ed6b083f3e305e65","http://cuasotinhyeu.vn/xs.jpg?116fed=5713825","Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 1.1.4322; .NET CLR 2.1.50793)","cuasotinhyeu.vn","GET"
"2018-03-25 01:19:53","210.245.94.181",18403,"VN","59dfc11eff4356e5ed6b083f3e305e65","http://www.cuasotinhyeu.vn/xs.jpg?116fed=5713825","Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 1.1.4322; .NET CLR 2.1.50793)","www.cuasotinhyeu.vn","GET"
"2018-03-25 01:32:01","120.72.106.61",24085,"VN","6ba5d1601bf86bc1e3b63002d3a650bb","http://ss.cybersoft-vn.com/G-Desk_Setup1.exe",,"ss.cybersoft-vn.com","GET"
"2018-03-25 02:41:58","120.138.73.84",38244,"VN","e5a0a070cfb8487d4f0c6e3f6b6fb826","http://update.zing.vcdn.vn/update/detectfile.enc",,"update.zing.vcdn.vn","GET"
"2018-03-25 02:42:32","120.138.73.56",38244,"VN","e5a0a070cfb8487d4f0c6e3f6b6fb826","http://img.zing.vn/products/jxctc/launcher/launcher-ctc-012015/js/skin-launcher-ver8.css","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.04506.648; .NET CLR 3.5.21022)","img.zing.vn","GET"
"2018-03-25 02:42:33","120.138.69.11",38244,"VN","e5a0a070cfb8487d4f0c6e3f6b6fb826","http://stc.sp.zdn.vn/zaloid/client/zavisitor.js","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.04506.648; .NET CLR 3.5.21022)","stc.sp.zdn.vn","GET"
"2018-03-25 02:42:33","120.138.73.56",38244,"VN","e5a0a070cfb8487d4f0c6e3f6b6fb826","http://img.zing.vn/eventgame/intro/general/css/mainsite.css","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.04506.648; .NET CLR 3.5.21022)","img.zing.vn","GET"
"2018-03-25 02:42:33","120.138.69.24",38244,"VN","e5a0a070cfb8487d4f0c6e3f6b6fb826","http://static.adtimaserver.vn/resource/js/zads-base-mod.js","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.04506.648; .NET CLR 3.5.21022)","static.adtimaserver.vn","GET"
"2018-03-25 02:42:33","120.138.69.8",38244,"VN","e5a0a070cfb8487d4f0c6e3f6b6fb826","http://static.adtima.vn/resource/js/zad/adr.180322.1450.js","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.04506.648; .NET CLR 3.5.21022)","static.adtima.vn","GET"
"2018-03-25 02:42:33","120.138.73.84",38244,"VN","e5a0a070cfb8487d4f0c6e3f6b6fb826","http://update.zing.vcdn.vn/update/jx1ctcupdate/filelist.enc",,"update.zing.vcdn.vn","GET"
"2018-03-25 02:43:01","120.138.75.56",38244,"VN","e5a0a070cfb8487d4f0c6e3f6b6fb826","http://update.game.zing.vn/",,"update.game.zing.vn","GET"
"2018-03-25 02:43:41","120.138.69.24",38244,"VN","e5a0a070cfb8487d4f0c6e3f6b6fb826","http://static.adtimaserver.vn/resource/js/zads.js?q=0.4694438649883947","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.04506.648; .NET CLR 3.5.21022)","static.adtimaserver.vn","GET"
"2018-03-25 02:43:41","49.213.68.34",38244,"VN","e5a0a070cfb8487d4f0c6e3f6b6fb826","http://launcher.game.zing.vn/vo-lam1/launcher-ctc.html","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.04506.648; .NET CLR 3.5.21022)","launcher.game.zing.vn","GET"
"2018-03-25 02:44:04","120.138.73.84",38244,"VN","e5a0a070cfb8487d4f0c6e3f6b6fb826","http://update.zing.vcdn.vn/update/jx1ctcupdate/jx1ctcupdate/config.ini",,"update.zing.vcdn.vn","GET"
"2018-03-25 03:24:44","112.213.89.14",45544,"VN","4fa1669fe9171c00d14d3d741c526ec1","http://vungtaucar.com/images/xs.jpg?10beed=10974530","Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 1.1.4322; .NET CLR 2.0.50728)","vungtaucar.com","GET"
"2018-03-25 03:26:48","112.213.89.14",45544,"VN","d6f94759732edeb00213ceaacc40e128","http://vungtaucar.com/images/xs.jpg?10c565=9891981","Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 1.1.4322; .NET CLR 2.0.50728)","vungtaucar.com","GET"
"2018-03-25 03:27:19","112.213.89.14",45544,"VN","ecd2a0a9a03863d1530aaabd18612b29","http://vungtaucar.com/images/xs.jpg?111903=1120515","Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; .NET CLR 1.1.4322; .NET CLR 2.0.50728)","vungtaucar.com","GET"
"2018-03-25 03:53:55","120.138.73.56",38244,"VN","27c537c0ef53273266920057859c71f9","http://img.zing.vn/products/jx1/launcher/images/star.gif","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.04506.648; .NET CLR 3.5.21022)","img.zing.vn","GET"
"2018-03-25 03:53:55","120.138.73.56",38244,"VN","27c537c0ef53273266920057859c71f9","http://img.zing.vn/products/jx1/launcher/css-full/launcher.css?ver=2","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.04506.648; .NET CLR 3.5.21022)","img.zing.vn","GET"
"2018-03-25 03:54:19","120.138.73.84",38244,"VN","27c537c0ef53273266920057859c71f9","http://update.zing.vcdn.vn/",,"update.zing.vcdn.vn","GET"
"2018-03-25 03:54:29","120.138.73.56",38244,"VN","27c537c0ef53273266920057859c71f9","http://img.zing.vn/products/jx1/launcher/images/button.jpg","Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.04506.648; .NET CLR 3.5.21022)","img.zing.vn","GET"
"2018-03-25 03:54:34","120.138.73.84",38244,"VN","27c537c0ef53273266920057859c71f9","http://update.zing.vcdn.vn/update/jx1newupdate/filelist.enc",,"update.zing.vcdn.vn","GET"
