timestamp,ip,protocol,port,hostname,tag,version,asn,geo,region,city,naics,sic,gitversion,sysinfo,opensslversion,allocator,javascriptengine,bits,maxbsonobjectsize,ok,visible_databases,sector
3/24/2018 7:57,115.146.126.209,tcp,27017,sedeme.economiceerj.com,mongodb,3.4.9,38732,VN,HA NOI,HANOI,0,0,876ebee8c7dd0e2d992f36a848ff4dc50ee6603e,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
3/24/2018 7:57,171.244.11.20,tcp,27017,,mongodb,3.4.10,38731,VN,HA NOI,HANOI,0,0,078f28920cb24de0dd479b5ea6c66c644f6326e9,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
3/24/2018 7:57,116.108.144.126,tcp,27017,,mongodb,3.4.2,24086,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,3f76e40c105fc223b3e5aac3e20dcd026b83b38b,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
3/24/2018 7:57,210.211.107.154,tcp,27017,directadvert.vn,mongodb,2.4.10,38731,VN,HA NOI,HANOI,0,0,nogitversion,FreeBSD novo1.timtoi.vn 9.1-RC2 FreeBSD 9.1-RC2 #1: Fri Oct  5 01:07:42 ICT 2012     root@control-center.timtoi.vn:/usr/obj/usr/src/sys/GENERIC amd64 BOOST_LIB_VERSION=1_49,,system,V8,64,16777216,1,novoteka | admin | local,Communications
3/24/2018 7:57,42.112.28.129,tcp,27017,,mongodb,2.6.12,18403,VN,HA NOI,HANOI,518111,737401,d73c92b1c85703828b55c2916a5dd4ad46535f6a,Linux build5.ny.cbi.10gen.cc 2.6.32-431.3.1.el6.x86_64 #1 SMP Fri Jan 3 21:39:27 UTC 2014 x86_64 BOOST_LIB_VERSION=1_49,,tcmalloc,V8,64,16777216,1,Warning,Communications
3/24/2018 7:57,14.160.37.142,tcp,27017,static.vnpt.vn,mongodb,3.4.3,45899,VN,HA NOI,HANOI,0,0,f07437fb5a6cca07c10bafa78365456eb1d6d5e1,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
3/24/2018 7:57,103.63.212.151,tcp,27017,no-ptr.ehost.vn,mongodb,3.4.10,135920,VN,HA NOI,HANOI,0,0,078f28920cb24de0dd479b5ea6c66c644f6326e9,deprecated,,tcmalloc,mozjs,64,16777216,1,admin | chatter | local | sevenadstracking,Communications
3/24/2018 7:58,118.70.124.235,tcp,27017,,mongodb,3.4.1,18403,VN,HA NOI,HANOI,518111,737401,5e103c4f5583e2566a45d740225dc250baacfbd7,deprecated,,tcmalloc,mozjs,64,16777216,1,Warning | lesiontracker | local,Communications
3/24/2018 7:58,163.44.192.204,tcp,27017,v163-44-192-204.a001.g.han1.static.cnode.io,mongodb,3.4.13,131392,VN,HA NOI,HANOI,0,0,fbdef2ccc53e0fcc9afb570063633d992b2aae42,deprecated,,tcmalloc,mozjs,64,16777216,1,Warning | bim_club_log | local,Communications
3/24/2018 7:58,123.30.187.51,tcp,27017,static.vnpt.vn,mongodb,3.4.7,45899,VN,HA NOI,HANOI,0,0,cf38c1b8a0a8dca4a11737581beafef4fe120bcd,deprecated,,tcmalloc,mozjs,64,16777216,1,Warning,Communications
3/24/2018 7:58,123.31.31.101,tcp,27017,localhost,mongodb,3.4.10,45899,VN,HA NOI,HANOI,0,0,078f28920cb24de0dd479b5ea6c66c644f6326e9,deprecated,,tcmalloc,mozjs,64,16777216,1,Warning | local,Communications
3/24/2018 7:58,123.16.18.92,tcp,27017,static.vnpt.vn,mongodb,2.6.12,45899,VN,HA NOI,HANOI,0,0,d73c92b1c85703828b55c2916a5dd4ad46535f6a,Linux build5.ny.cbi.10gen.cc 2.6.32-431.3.1.el6.x86_64 #1 SMP Fri Jan 3 21:39:27 UTC 2014 x86_64 BOOST_LIB_VERSION=1_49,,tcmalloc,V8,64,16777216,1,local | admin | ureg_cpanel,Communications
3/24/2018 7:58,103.56.158.179,tcp,27017,,mongodb,3.4.10,45899,VN,HA NOI,HANOI,0,0,078f28920cb24de0dd479b5ea6c66c644f6326e9,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
3/24/2018 7:58,1.55.145.8,tcp,27017,,mongodb,3.4.7,18403,VN,HA NOI,HANOI,0,0,cf38c1b8a0a8dca4a11737581beafef4fe120bcd,deprecated,,tcmalloc,mozjs,64,16777216,1,Warning,Communications
3/24/2018 7:58,124.158.14.46,tcp,27017,mail.smpfvn.com,mongodb,3.4.10,38733,VN,HA NOI,HANOI,0,0,078f28920cb24de0dd479b5ea6c66c644f6326e9,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
3/24/2018 7:58,103.216.112.220,tcp,27017,,mongodb,3.6.3,63765,VN,HAI PHONG,HAI PHONG,0,0,9586e557d54ef70f9ca4b43c26892cd55257e1a5,deprecated,,tcmalloc,mozjs,64,16777216,1,admin | config | local | offensive,Communications
3/24/2018 7:58,49.156.53.36,tcp,27017,,mongodb,3.4.6,56141,VN,HA NOI,HANOI,0,0,c55eb86ef46ee7aede3b1e2a5d184a7df4bfb5b5,deprecated,,tcmalloc,mozjs,64,16777216,1,Warning,Communications
3/24/2018 7:58,123.30.146.183,tcp,27017,static.vnpt.vn,mongodb,2.6.4,45899,VN,HA NOI,HANOI,0,0,3a830be0eb92d772aa855ebb711ac91d658ee910,Linux build7.nj1.10gen.cc 2.6.32-431.3.1.el6.x86_64 #1 SMP Fri Jan 3 21:39:27 UTC 2014 x86_64 BOOST_LIB_VERSION=1_49,,tcmalloc,V8,64,16777216,1,Warning | local,Communications
3/24/2018 7:58,103.48.83.16,tcp,27017,sv-83016.bkns.vn,mongodb,3.4.10,135905,VN,HA NOI,HANOI,0,0,078f28920cb24de0dd479b5ea6c66c644f6326e9,deprecated,,tcmalloc,mozjs,64,16777216,1,Warning | coppie,Communications
3/24/2018 7:59,103.28.37.29,tcp,27017,,mongodb,3.2.19,131353,VN,HA NOI,HANOI,0,0,a9f574de6a566a58b24d126b44a56718d181e989,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
3/24/2018 7:59,124.158.7.239,tcp,27017,,mongodb,3.4.3,38732,VN,HA NOI,HANOI,0,0,f07437fb5a6cca07c10bafa78365456eb1d6d5e1,deprecated,,tcmalloc,mozjs,64,16777216,1,Warning,Communications
3/24/2018 7:59,110.35.75.72,tcp,27017,,mongodb,2.6.12,45546,VN,HA NOI,HANOI,0,0,d73c92b1c85703828b55c2916a5dd4ad46535f6a,Linux build5.ny.cbi.10gen.cc 2.6.32-431.3.1.el6.x86_64 #1 SMP Fri Jan 3 21:39:27 UTC 2014 x86_64 BOOST_LIB_VERSION=1_49,,tcmalloc,V8,64,16777216,1,none visible,Communications
3/24/2018 7:59,118.69.166.165,tcp,27017,,mongodb,3.2.3,18403,VN,HA NOI,HANOI,518111,737401,b326ba837cf6f49d65c2f85e1b70f6f31ece7937,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
3/24/2018 7:59,42.117.7.248,tcp,27017,,mongodb,3.4.10,18403,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,078f28920cb24de0dd479b5ea6c66c644f6326e9,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
3/24/2018 7:59,222.255.174.168,tcp,27017,static.vnpt.vn,mongodb,3.0.2,45899,VN,HA NOI,HANOI,0,0,6201872043ecbbc0a4cc169b5482dcf385fc464f,"windows sys.getwindowsversion(major=6, minor=1, build=7601, platform=2, service_pack='Service Pack 1') BOOST_LIB_VERSION=1_49",OpenSSL 1.0.1m-fips 19 Mar 2015,system,V8,64,16777216,1,local | test | Warning,Communications
3/24/2018 7:59,124.158.5.73,tcp,27017,,mongodb,3.4.10,38732,VN,HA NOI,HANOI,0,0,078f28920cb24de0dd479b5ea6c66c644f6326e9,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
3/24/2018 7:59,27.75.150.248,tcp,27017,localhost,mongodb,2.4.10,7552,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,nogitversion,Linux bm-wb-04 3.19.0-trunk-armmp #1 SMP Debian 3.19.1-1~exp1+plugwash1 (2015-03-28) armv7l BOOST_LIB_VERSION=1_55,,system,V8,32,16777216,1,none visible,Communications
3/24/2018 7:59,116.118.119.200,tcp,27017,,mongodb,3.4.13,7602,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,fbdef2ccc53e0fcc9afb570063633d992b2aae42,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
3/24/2018 8:00,45.117.169.149,tcp,27017,mx169149.superdata.vn,mongodb,3.4.10,45544,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,078f28920cb24de0dd479b5ea6c66c644f6326e9,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
3/24/2018 8:00,125.212.212.150,tcp,27017,,mongodb,3.0.14,38731,VN,KHANH HOA,NHA TRANG,0,0,08352afcca24bfc145240a0fac9d28b978ab77f3,Linux ip-10-47-169-162 3.10.0-327.22.2.el7.x86_64 #1 SMP Thu Jun 9 10:09:10 EDT 2016 x86_64 BOOST_LIB_VERSION=1_49,OpenSSL 1.0.1e-fips 11 Feb 2013,tcmalloc,V8,64,16777216,1,none visible,Communications
3/24/2018 8:00,123.30.128.154,tcp,27017,static.vnpt.vn,mongodb,3.4.10,7643,VN,HA NOI,HANOI,0,0,078f28920cb24de0dd479b5ea6c66c644f6326e9,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
3/24/2018 8:00,42.112.17.200,tcp,27017,,mongodb,3.4.4,18403,VN,HO CHI MINH,THANH PHO HO CHI MINH,518111,737401,888390515874a9debd1b6c5d36559ca86b44babd,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
3/24/2018 8:00,123.30.235.187,tcp,27017,static.vnpt.vn,mongodb,2.4.14,45899,VN,HA NOI,HANOI,0,0,nogitversion,Linux buildvm-11.phx2.fedoraproject.org 4.7.2-201.fc24.x86_64 #1 SMP Fri Aug 26 15:58:40 UTC 2016 x86_64 BOOST_LIB_VERSION=1_41,,tcmalloc,V8,64,16777216,1,Warning,Communications
3/24/2018 8:00,118.69.65.208,tcp,27017,,mongodb,3.4.10,18403,VN,HA NOI,HANOI,518111,737401,078f28920cb24de0dd479b5ea6c66c644f6326e9,deprecated,,tcmalloc,mozjs,64,16777216,1,Warning,Communications
3/24/2018 8:00,123.31.26.22,tcp,27017,localhost,mongodb,3.4.2,45899,VN,HA NOI,HANOI,0,0,3f76e40c105fc223b3e5aac3e20dcd026b83b38b,deprecated,,tcmalloc,mozjs,64,16777216,1,Warning,Communications
3/24/2018 8:00,125.212.196.248,tcp,27017,,mongodb,3.6.0,38731,VN,HA NOI,HANOI,0,0,a57d8e71e6998a2d0afde7edc11bd23e5661c915,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
3/24/2018 8:00,210.211.121.123,tcp,27017,mail.apl.vn,mongodb,3.2.12,38731,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,ef3e1bc78e997f0d9f22f45aeb1d8e3b6ac14a14,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
3/24/2018 8:00,118.69.201.250,tcp,27017,,mongodb,2.0.4,18403,VN,HA NOI,HANOI,518111,737401,329f3c47fe8136c03392c8f0e548506cb21f8ebf,"windows sys.getwindowsversion(major=6, minor=1, build=7601, platform=2, service_pack='Service Pack 1') BOOST_LIB_VERSION=1_42",,,,64,16777216,1,PLEASE_READ | local,Communications
3/24/2018 8:00,123.16.190.153,tcp,27017,static.vnpt.vn,mongodb,2.6.12,45899,VN,HA NOI,HANOI,0,0,d73c92b1c85703828b55c2916a5dd4ad46535f6a,Linux build5.ny.cbi.10gen.cc 2.6.32-431.3.1.el6.x86_64 #1 SMP Fri Jan 3 21:39:27 UTC 2014 x86_64 BOOST_LIB_VERSION=1_49,,tcmalloc,V8,64,16777216,1,local | admin | ureg_cpanel,Communications
3/24/2018 8:00,123.16.190.157,tcp,27017,static.vnpt.vn,mongodb,3.2.19,45899,VN,HA NOI,HANOI,0,0,a9f574de6a566a58b24d126b44a56718d181e989,deprecated,,tcmalloc,mozjs,64,16777216,1,Warning | local,Communications
3/24/2018 8:00,123.30.237.86,tcp,27017,static.vnpt.vn,mongodb,2.6.11,45899,VN,HA NOI,HANOI,0,0,d00c1735675c457f75a12d530bee85421f0c5548,Linux build4.ny.cbi.10gen.cc 2.6.32-431.3.1.el6.x86_64 #1 SMP Fri Jan 3 21:39:27 UTC 2014 x86_64 BOOST_LIB_VERSION=1_49,,tcmalloc,V8,64,16777216,1,Warning,Communications
3/24/2018 8:00,103.53.168.241,tcp,27017,dc168.kdata.vn,mongodb,2.6.12,7643,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,d73c92b1c85703828b55c2916a5dd4ad46535f6a,Linux build5.ny.cbi.10gen.cc 2.6.32-431.3.1.el6.x86_64 #1 SMP Fri Jan 3 21:39:27 UTC 2014 x86_64 BOOST_LIB_VERSION=1_49,,tcmalloc,V8,64,16777216,1,Warning | local,Communications
3/24/2018 8:00,103.195.240.14,tcp,27017,no-ptr-record.unixnds.net,mongodb,3.6.1,63740,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,025d4f4fe61efd1fb6f0005be20cb45a004093d1,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
3/24/2018 8:00,45.117.170.26,tcp,27017,mx17026.superdata.vn,mongodb,3.0.15,45544,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,b8ff507269c382bc100fc52f75f48d54cd42ec3b,Linux ip-10-35-227-214 2.6.32-220.el6.x86_64 #1 SMP Wed Nov 9 08:03:13 EST 2011 x86_64 BOOST_LIB_VERSION=1_49,OpenSSL 1.0.1e-fips 11 Feb 2013,tcmalloc,V8,64,16777216,1,none visible,Communications
3/24/2018 8:00,45.122.222.249,tcp,27017,,mongodb,3.2.18,56150,VN,HA NOI,HANOI,0,0,4c1bae566c0c00f996a2feb16febf84936ecaf6f,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
3/24/2018 8:00,112.213.84.29,tcp,27017,mx8429.superdata.vn,mongodb,3.4.10,45544,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,078f28920cb24de0dd479b5ea6c66c644f6326e9,deprecated,,system,mozjs,64,16777216,1,Warning | local,Communications
3/24/2018 8:00,113.176.81.70,tcp,27017,mail.nguonnuoc.org.vn,mongodb,3.2.9,45899,VN,HA NOI,HANOI,0,0,22ec9e93b40c85fc7cae7d56e7d6a02fd811088c,deprecated,,tcmalloc,mozjs,32,16777216,1,local | Warning,Communications
3/24/2018 8:00,49.213.119.125,tcp,27017,,mongodb,3.4.4,38244,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,888390515874a9debd1b6c5d36559ca86b44babd,deprecated,,tcmalloc,mozjs,64,16777216,1,Warning,Communications
3/24/2018 8:00,115.84.178.107,tcp,27017,,mongodb,3.4.9,38731,VN,HA NOI,HANOI,0,0,876ebee8c7dd0e2d992f36a848ff4dc50ee6603e,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
3/24/2018 8:01,125.212.233.105,tcp,27017,,mongodb,3.4.10,7552,VN,HA NOI,HANOI,0,0,078f28920cb24de0dd479b5ea6c66c644f6326e9,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
3/24/2018 8:01,123.30.186.252,tcp,27017,static.vnpt.vn,mongodb,2.0.5,45899,VN,HA NOI,HANOI,0,0,1bb4de4630302fad8af53824ca4f627db490b753,Linux ip-10-110-9-236 2.6.21.7-2.ec2.v1.2.fc8xen #1 SMP Fri Nov 20 17:48:28 EST 2009 x86_64 BOOST_LIB_VERSION=1_41,,,,64,16777216,1,BACKUP_DB | admin,Communications
3/24/2018 8:01,124.158.5.75,tcp,27017,,mongodb,3.4.10,38732,VN,HA NOI,HANOI,0,0,078f28920cb24de0dd479b5ea6c66c644f6326e9,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
3/24/2018 8:02,125.212.244.224,tcp,27017,,mongodb,3.4.0,38731,VN,HA NOI,HANOI,0,0,f4240c60f005be757399042dc12f6addbc3170c1,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
3/24/2018 8:02,103.249.100.12,tcp,27017,,mongodb,3.4.10,45538,VN,DONG NAI,BIEN HOA,0,0,078f28920cb24de0dd479b5ea6c66c644f6326e9,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
3/24/2018 8:02,203.162.69.72,tcp,27017,static.vnpt.vn,mongodb,3.2.10,7643,VN,HA NOI,HANOI,0,0,79d9b3ab5ce20f51c272b4411202710a082d0317,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
3/24/2018 8:02,125.212.228.170,tcp,27017,,mongodb,3.2.12,7552,VN,HA NOI,HANOI,0,0,ef3e1bc78e997f0d9f22f45aeb1d8e3b6ac14a14,deprecated,,tcmalloc,mozjs,64,16777216,1,PLEASE_READ_ME_XYZ,Communications
3/24/2018 8:02,123.30.106.60,tcp,27017,static.vnpt.vn,mongodb,3.4.5,45899,VN,HA NOI,HANOI,0,0,520b8f3092c48d934f0cd78ab5f40fe594f96863,deprecated,,tcmalloc,mozjs,64,16777216,1,Warning,Communications
3/24/2018 8:02,125.212.247.125,tcp,27017,,mongodb,2.6.11,38731,VN,HA NOI,HANOI,0,0,d00c1735675c457f75a12d530bee85421f0c5548,Linux build4.ny.cbi.10gen.cc 2.6.32-431.3.1.el6.x86_64 #1 SMP Fri Jan 3 21:39:27 UTC 2014 x86_64 BOOST_LIB_VERSION=1_49,,tcmalloc,V8,64,16777216,1,none visible,Communications
3/24/2018 8:02,103.249.100.56,tcp,27017,hcm.team.pro,mongodb,3.4.11,45538,VN,DONG NAI,BIEN HOA,0,0,34f5bec2c9d827d71828fe858167f89a28b29a2a,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
3/24/2018 8:02,103.56.157.158,tcp,27017,,mongodb,3.4.10,45899,VN,HA NOI,HANOI,0,0,078f28920cb24de0dd479b5ea6c66c644f6326e9,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
3/24/2018 8:02,103.63.109.46,tcp,27017,static.cmcti.vn,mongodb,3.6.2,38732,VN,HAI PHONG,HAI PHONG,0,0,489d177dbd0f0420a8ca04d39fd78d0a2c539420,deprecated,,tcmalloc,mozjs,64,16777216,1,admin | config | local | wifi-marketing,Communications
3/24/2018 8:02,221.132.18.21,tcp,27017,,mongodb,3.4.2,45899,VN,HA NOI,HANOI,0,0,3f76e40c105fc223b3e5aac3e20dcd026b83b38b,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
3/24/2018 8:02,123.31.45.212,tcp,27017,localhost,mongodb,3.6.3,45899,VN,HA NOI,HANOI,0,0,9586e557d54ef70f9ca4b43c26892cd55257e1a5,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
3/24/2018 8:02,42.112.28.68,tcp,27017,,mongodb,3.4.4,18403,VN,HA NOI,HANOI,518111,737401,888390515874a9debd1b6c5d36559ca86b44babd,deprecated,,tcmalloc,mozjs,64,16777216,1,Warning | local,Communications
3/24/2018 8:02,103.97.125.19,tcp,27017,no-ptr.123host.vn,mongodb,3.4.11,56153,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,34f5bec2c9d827d71828fe858167f89a28b29a2a,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
3/24/2018 8:02,123.30.171.143,tcp,27017,static.vnpt.vn,mongodb,3.2.12,45899,VN,HA NOI,HANOI,0,0,ef3e1bc78e997f0d9f22f45aeb1d8e3b6ac14a14,deprecated,,tcmalloc,mozjs,64,16777216,1,none visible,Communications
3/24/2018 8:02,103.1.210.122,tcp,27017,,mongodb,3.2.7,38731,VN,HA NOI,HANOI,0,0,4249c1d2b5999ebbf1fdf3bc0e0e3b3ff5c0aaf2,deprecated,,tcmalloc,mozjs,64,16777216,1,Warning | local,Communications
3/24/2018 8:03,42.117.9.21,tcp,27017,,mongodb,3.4.10,18403,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,078f28920cb24de0dd479b5ea6c66c644f6326e9,deprecated,,tcmalloc,mozjs,64,16777216,1,Warning,Communications
3/24/2018 8:03,112.78.13.228,tcp,27017,,mongodb,3.4.9,45538,VN,HO CHI MINH,THANH PHO HO CHI MINH,0,0,876ebee8c7dd0e2d992f36a848ff4dc50ee6603e,deprecated,,tcmalloc,mozjs,64,16777216,1,admin | graylog | local,Communications
3/24/2018 8:03,210.245.95.34,tcp,27017,,mongodb,3.2.8,18403,VN,HA NOI,HANOI,518111,737401,ed70e33130c977bda0024c125b56d159573dbaf0,deprecated,,tcmalloc,mozjs,64,16777216,1,DoThi | PLEASE_READ_ME_XYZ,Communications
3/24/2018 8:04,115.84.178.231,tcp,27017,,mongodb,3.2.6,38731,VN,HA NOI,HANOI,0,0,05552b562c7a0b3143a729aaa0838e558dc49b25,deprecated,,tcmalloc,mozjs,64,16777216,1,Warning,Communications
