timestamp,ip,port,hostname,tag,handshake,asn,geo,region,city,cipher_suite,ssl_poodle,cert_length,subject_common_name,issuer_common_name,cert_issue_date,cert_expiration_date,sha1_fingerprint,cert_serial_number,ssl_version,signature_algorithm,key_algorithm,subject_organization_name,subject_organization_unit_name,subject_country,subject_state_or_province_name,subject_locality_name,subject_street_address,subject_postal_code,subject_surname,subject_given_name,subject_email_address,subject_business_category,subject_serial_number,issuer_organization_name,issuer_organization_unit_name,issuer_country,issuer_state_or_province_name,issuer_locality_name,issuer_street_address,issuer_postal_code,issuer_surname,issuer_given_name,issuer_email_address,issuer_business_category,issuer_serial_number,naics,sic,sector,sha256_fingerprint,sha512_fingerprint,md5_fingerprint,device_serial
3/24/2018 12:41,112.197.92.231,443,,ssl-poodle,TLSv1.0,45543,VN,HO CHI MINH,THANH PHO HO CHI MINH,TLS_RSA_WITH_RC4_128_SHA,Y,1024,192.168.1.101,192.168.1.101,11/26/2012 5:50,11/24/2022 5:50,D5:25:ED:C3:71:34:F7:2A:16:CA:B7:2F:3B:7A:F0:73:05:B4:DA:DF,B5B3B84E39664DC2,2,sha1WithRSAEncryption,rsaEncryption,DVR,,TW,Taiwan,,,,,,,,,DVR,,TW,Taiwan,,,,,,,,,0,0,Communications,5D:A2:84:95:A5:DF:EB:F3:6E:F2:5A:F9:A6:EB:1A:59:FA:EC:DF:FB:F7:C6:07:0C:83:CB:91:B7:B3:B2:CE:D9,30:BA:44:B2:08:8F:53:3C:60:FA:DA:62:CA:A9:B0:85:98:9F:4B:3D:74:29:B8:5D:EB:AC:96:C8:B1:26:6A:F7:BA:56:54:E7:E4:3C:C6:A2:EF:23:9C:C4:E8:1E:56:29:FB:EF:88:37:E3:56:CA:F9:93:8A:C4:3E:36:E1:76:CF,63:49:93:F2:1B:35:AE:B7:CE:95:87:B7:AE:42:E3:E7,
3/24/2018 12:41,203.162.171.131,443,static.vnpt.vn,ssl-poodle,TLSv1.2,45899,VN,HA NOI,HANOI,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,Y,2048,movie3.pub.vn,movie3.pub.vn,3/16/2017 9:12,3/16/2018 9:12,28:B0:1E:C2:A1:E7:4B:71:C0:7D:44:32:F8:96:FB:EC:BD:D8:2D:CE,2D07,2,sha256WithRSAEncryption,rsaEncryption,SomeOrganization,SomeOrganizationalUnit,--,SomeState,SomeCity,,,,,root@movie3.pub.vn,,,SomeOrganization,SomeOrganizationalUnit,--,SomeState,SomeCity,,,,,root@movie3.pub.vn,,,0,0,Communications,26:5A:86:2C:E3:82:23:61:AF:68:7D:E9:EA:47:26:2E:83:BE:8D:C5:85:7D:61:0C:59:30:BD:DB:48:63:92:98,8D:F7:57:AC:70:3A:52:16:37:FD:59:89:62:80:C2:70:A9:1F:A7:E7:DF:5D:A3:2C:2E:8B:2F:4D:75:18:76:F7:D9:31:BD:5B:AC:78:83:F1:9D:57:5B:FD:B2:9A:0D:C8:37:DA:0F:51:18:2A:B6:73:88:C4:9A:A1:1A:53:D0:22,D5:22:CD:09:D0:B6:84:DC:57:34:1C:49:DC:D4:23:99,
3/24/2018 12:41,42.116.60.20,443,,ssl-poodle,TLSv1.0,18403,VN,HA NOI,HANOI,TLS_RSA_WITH_AES_128_CBC_SHA,Y,1024,,,7/18/2012 6:09,7/18/2013 6:09,E1:A9:73:DF:A4:2F:4F:42:7D:84:BF:8E:62:0A:B2:E9:15:19:E2:88,98444B4FBD772906,0,sha1WithRSAEncryption,rsaEncryption,CIG,CIG,CN,ShangHaiShi,ShangHai,,,,,,,,CIG,CIG,CN,ShangHaiShi,ShangHai,,,,,,,,0,0,Communications,1A:E9:D6:2F:5D:12:7F:9A:36:1A:1A:04:A7:51:57:E5:A6:D5:CA:C3:6E:D9:D4:6E:17:C8:7C:A6:41:78:6D:35,2A:56:CA:0E:D7:03:CB:7E:E0:61:E8:19:E5:42:0D:C6:8C:D2:9C:2B:40:6D:72:87:B1:AA:E7:30:F0:68:B2:1F:64:C1:DC:8C:9E:C5:B5:64:1B:1E:A3:6A:DA:D4:C0:02:49:F7:FF:E0:56:24:8D:EB:48:23:16:DE:BD:C1:83:D8,77:0D:98:0F:C1:48:E4:B2:77:7D:D3:72:2D:31:00:39,
3/24/2018 12:41,14.169.163.40,443,static.vnpt.vn,ssl-poodle,TLSv1.0,45899,VN,HO CHI MINH,THANH PHO HO CHI MINH,TLS_RSA_WITH_RC4_128_SHA,Y,1024,192.168.1.101,192.168.1.101,11/26/2012 5:50,11/24/2022 5:50,D5:25:ED:C3:71:34:F7:2A:16:CA:B7:2F:3B:7A:F0:73:05:B4:DA:DF,B5B3B84E39664DC2,2,sha1WithRSAEncryption,rsaEncryption,DVR,,TW,Taiwan,,,,,,,,,DVR,,TW,Taiwan,,,,,,,,,0,0,Communications,5D:A2:84:95:A5:DF:EB:F3:6E:F2:5A:F9:A6:EB:1A:59:FA:EC:DF:FB:F7:C6:07:0C:83:CB:91:B7:B3:B2:CE:D9,30:BA:44:B2:08:8F:53:3C:60:FA:DA:62:CA:A9:B0:85:98:9F:4B:3D:74:29:B8:5D:EB:AC:96:C8:B1:26:6A:F7:BA:56:54:E7:E4:3C:C6:A2:EF:23:9C:C4:E8:1E:56:29:FB:EF:88:37:E3:56:CA:F9:93:8A:C4:3E:36:E1:76:CF,63:49:93:F2:1B:35:AE:B7:CE:95:87:B7:AE:42:E3:E7,
3/24/2018 12:41,113.182.21.76,443,static.vnpt.vn,ssl-poodle,TLSv1.0,45899,VN,BA RIA-VUNG TAU,VUNG TAU,TLS_RSA_WITH_RC4_128_SHA,Y,1024,192.168.1.101,192.168.1.101,11/26/2012 5:50,11/24/2022 5:50,D5:25:ED:C3:71:34:F7:2A:16:CA:B7:2F:3B:7A:F0:73:05:B4:DA:DF,B5B3B84E39664DC2,2,sha1WithRSAEncryption,rsaEncryption,DVR,,TW,Taiwan,,,,,,,,,DVR,,TW,Taiwan,,,,,,,,,0,0,Communications,5D:A2:84:95:A5:DF:EB:F3:6E:F2:5A:F9:A6:EB:1A:59:FA:EC:DF:FB:F7:C6:07:0C:83:CB:91:B7:B3:B2:CE:D9,30:BA:44:B2:08:8F:53:3C:60:FA:DA:62:CA:A9:B0:85:98:9F:4B:3D:74:29:B8:5D:EB:AC:96:C8:B1:26:6A:F7:BA:56:54:E7:E4:3C:C6:A2:EF:23:9C:C4:E8:1E:56:29:FB:EF:88:37:E3:56:CA:F9:93:8A:C4:3E:36:E1:76:CF,63:49:93:F2:1B:35:AE:B7:CE:95:87:B7:AE:42:E3:E7,
3/24/2018 12:41,183.80.197.251,443,,ssl-poodle,TLSv1.0,18403,VN,HA NOI,HANOI,TLS_RSA_WITH_RC4_128_SHA,Y,1024,,,5/9/2012 7:55,5/4/2032 7:55,6B:E9:06:88:44:B1:2C:2B:DF:0A:F2:D4:D6:24:44:49:E3:99:1E:6A,FE676B96C70714F9,0,md5WithRSAEncryption,rsaEncryption,CIG,,CN,Shanghai,Shanghai,,,,,,,,CIG,,CN,Shanghai,Shanghai,,,,,,,,518111,737401,Communications,EF:51:2D:0A:B1:9E:9B:91:A5:C5:19:C6:34:A4:F2:FC:BB:F6:5C:45:EF:87:E0:1A:AB:D2:59:39:FE:90:35:94,9F:B2:95:B3:6E:AC:31:D1:11:5C:BC:34:80:8E:E8:B3:A9:66:FC:E3:07:E1:0D:D4:4C:F0:6A:3F:24:D3:26:68:48:24:36:37:EE:77:82:DC:85:92:8B:9A:B4:44:8B:17:EC:94:72:E3:6D:A3:26:52:32:4B:23:00:98:6D:85:11,60:8C:5D:9E:3D:C8:D7:85:25:7F:7F:DF:62:7F:72:E8,
3/24/2018 12:41,58.186.101.54,443,,ssl-poodle,TLSv1.0,18403,VN,HO CHI MINH,THANH PHO HO CHI MINH,TLS_RSA_WITH_RC4_128_SHA,Y,1024,,,5/9/2012 7:55,5/4/2032 7:55,6B:E9:06:88:44:B1:2C:2B:DF:0A:F2:D4:D6:24:44:49:E3:99:1E:6A,FE676B96C70714F9,0,md5WithRSAEncryption,rsaEncryption,CIG,,CN,Shanghai,Shanghai,,,,,,,,CIG,,CN,Shanghai,Shanghai,,,,,,,,518111,737401,Communications,EF:51:2D:0A:B1:9E:9B:91:A5:C5:19:C6:34:A4:F2:FC:BB:F6:5C:45:EF:87:E0:1A:AB:D2:59:39:FE:90:35:94,9F:B2:95:B3:6E:AC:31:D1:11:5C:BC:34:80:8E:E8:B3:A9:66:FC:E3:07:E1:0D:D4:4C:F0:6A:3F:24:D3:26:68:48:24:36:37:EE:77:82:DC:85:92:8B:9A:B4:44:8B:17:EC:94:72:E3:6D:A3:26:52:32:4B:23:00:98:6D:85:11,60:8C:5D:9E:3D:C8:D7:85:25:7F:7F:DF:62:7F:72:E8,
3/24/2018 12:41,42.117.118.22,443,,ssl-poodle,TLSv1.2,18403,VN,HO CHI MINH,THANH PHO HO CHI MINH,TLS_RSA_WITH_RC4_128_SHA,Y,1024,192.168.1.108,Product Root CA,6/18/2013 9:16,6/19/2016 9:16,67:0E:9A:FC:A6:7A:8A:1F:7F:AD:20:C7:78:06:35:79:62:E7:D4:31,3.9303E+23,2,sha1WithRSAEncryption,rsaEncryption,DAHUA,DAHUATECH,CN,ZHEJIANG,HANGZHOU,,,,,,,,DahuaTech,,CN,ZheJiang,HangZhou,,,,,,,,0,0,Communications,D8:6A:C7:AC:29:2A:9B:F7:02:B9:0C:0A:63:96:DF:04:7D:96:1E:54:93:31:D8:02:DB:22:07:9F:7A:4D:8B:8E,20:EA:63:C7:28:FD:0B:74:39:FF:E7:D1:FC:97:87:FD:33:31:6C:E1:0D:25:A7:45:A3:A9:12:BE:4A:99:B5:51:70:8E:E9:78:93:97:46:6D:6B:54:74:19:C0:0A:A0:DE:89:C1:30:B7:AA:3C:7D:A6:3C:F9:2E:12:65:A0:3B:47,26:A4:6A:D8:72:2F:AE:1D:A5:94:18:7B:08:23:AB:E7,
3/24/2018 12:41,113.22.160.230,443,,ssl-poodle,TLSv1.0,18403,VN,HO CHI MINH,THANH PHO HO CHI MINH,TLS_RSA_WITH_AES_128_CBC_SHA,Y,1024,,,7/18/2012 6:09,7/18/2013 6:09,E1:A9:73:DF:A4:2F:4F:42:7D:84:BF:8E:62:0A:B2:E9:15:19:E2:88,98444B4FBD772906,0,sha1WithRSAEncryption,rsaEncryption,CIG,CIG,CN,ShangHaiShi,ShangHai,,,,,,,,CIG,CIG,CN,ShangHaiShi,ShangHai,,,,,,,,518111,737401,Communications,1A:E9:D6:2F:5D:12:7F:9A:36:1A:1A:04:A7:51:57:E5:A6:D5:CA:C3:6E:D9:D4:6E:17:C8:7C:A6:41:78:6D:35,2A:56:CA:0E:D7:03:CB:7E:E0:61:E8:19:E5:42:0D:C6:8C:D2:9C:2B:40:6D:72:87:B1:AA:E7:30:F0:68:B2:1F:64:C1:DC:8C:9E:C5:B5:64:1B:1E:A3:6A:DA:D4:C0:02:49:F7:FF:E0:56:24:8D:EB:48:23:16:DE:BD:C1:83:D8,77:0D:98:0F:C1:48:E4:B2:77:7D:D3:72:2D:31:00:39,
3/24/2018 12:41,42.118.91.154,443,,ssl-poodle,TLSv1.0,18403,VN,HO CHI MINH,THANH PHO HO CHI MINH,TLS_RSA_WITH_AES_128_CBC_SHA,Y,1024,,,7/18/2012 6:09,7/18/2013 6:09,E1:A9:73:DF:A4:2F:4F:42:7D:84:BF:8E:62:0A:B2:E9:15:19:E2:88,98444B4FBD772906,0,sha1WithRSAEncryption,rsaEncryption,CIG,CIG,CN,ShangHaiShi,ShangHai,,,,,,,,CIG,CIG,CN,ShangHaiShi,ShangHai,,,,,,,,0,0,Communications,1A:E9:D6:2F:5D:12:7F:9A:36:1A:1A:04:A7:51:57:E5:A6:D5:CA:C3:6E:D9:D4:6E:17:C8:7C:A6:41:78:6D:35,2A:56:CA:0E:D7:03:CB:7E:E0:61:E8:19:E5:42:0D:C6:8C:D2:9C:2B:40:6D:72:87:B1:AA:E7:30:F0:68:B2:1F:64:C1:DC:8C:9E:C5:B5:64:1B:1E:A3:6A:DA:D4:C0:02:49:F7:FF:E0:56:24:8D:EB:48:23:16:DE:BD:C1:83:D8,77:0D:98:0F:C1:48:E4:B2:77:7D:D3:72:2D:31:00:39,
